x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.7436454892158508,1.0230789184570312,-6.293511773947102e-07,0.6844290494918823,1.0090110301971436,-0.05495366081595421,0.6354827880859375,0.9392136931419373,-0.09295408427715302,0.6744638085365295,0.8759419322013855,-0.12390554696321487,0.748656153678894,0.8663027286529541,-0.1467103809118271,0.6502646803855896,0.7076125741004944,-0.06559577584266663,0.6594822406768799,0.6873236298561096,-0.11331185698509216,0.6671335697174072,0.7821741700172424,-0.13535164296627045,0.6704065203666687,0.8223653435707092,-0.1487613022327423,0.7148983478546143,0.6925256252288818,-0.06385014206171036,0.7282887101173401,0.6847888231277466,-0.11210408806800842,0.7250419855117798,0.8061768412590027,-0.11890817433595657,0.7188901305198669,0.8218640089035034,-0.11678893119096756,0.7747990489006042,0.715968132019043,-0.06907075643539429,0.7984231114387512,0.7322129607200623,-0.11601212620735168,0.7809688448905945,0.8470973968505859,-0.10628175735473633,0.7613545656204224,0.8540471792221069,-0.09295850247144699,0.8324483633041382,0.7625877857208252,-0.07979346066713333,0.8490291833877563,0.7934213280677795,-0.11288276314735413,0.8282178640365601,0.8761677145957947,-0.10839839279651642,0.8062229752540588,0.8818467259407043,-0.09995681047439575,rock
0.7346283793449402,0.9632716774940491,-2.1964268182017577e-09,0.6652860045433044,0.8909378051757812,-0.04482804611325264,0.6234598755836487,0.7963472008705139,-0.07307117432355881,0.6660796403884888,0.7198496460914612,-0.09638763964176178,0.7383398413658142,0.6935103535652161,-0.11123668402433395,0.6351985931396484,0.635514497756958,-0.04135705903172493,0.642208456993103,0.5749499201774597,-0.0935676321387291,0.6561094522476196,0.617091178894043,-0.11838141828775406,0.662879467010498,0.658561646938324,-0.1283729374408722,0.6891446113586426,0.6010968685150146,-0.03850628435611725,0.7139127254486084,0.5541606545448303,-0.09017233550548553,0.7217166423797607,0.6646407246589661,-0.09563104063272476,0.7141621708869934,0.6907840371131897,-0.08758576959371567,0.744147777557373,0.6001752018928528,-0.04423367232084274,0.7798349261283875,0.5764634013175964,-0.09110887348651886,0.7704611420631409,0.6800139546394348,-0.07765202224254608,0.7474579811096191,0.7013110518455505,-0.0576004721224308,0.7945425510406494,0.6271817088127136,-0.05520525947213173,0.8344098925590515,0.6184585690498352,-0.08977057039737701,0.8211056590080261,0.6837544441223145,-0.08497168123722076,0.7950630187988281,0.6974875330924988,-0.07252979278564453,rock
0.7256879210472107,0.8752568364143372,-1.954971651230153e-07,0.6524066925048828,0.7900673747062683,-0.04355857893824577,0.6129147410392761,0.6697461009025574,-0.06694278866052628,0.6664028763771057,0.5848456025123596,-0.08682238310575485,0.7446058392524719,0.5524478554725647,-0.09697442501783371,0.634269118309021,0.516422688961029,-0.025218522176146507,0.6387928128242493,0.45664045214653015,-0.0720410868525505,0.6426464319229126,0.5361641645431519,-0.09427259862422943,0.6448612809181213,0.5744689106941223,-0.10471180081367493,0.6825875043869019,0.4906085133552551,-0.02262287773191929,0.7125324010848999,0.4410276412963867,-0.06844091415405273,0.7091282606124878,0.55864018201828,-0.07374950498342514,0.6950696706771851,0.5706637501716614,-0.06802821159362793,0.7332242727279663,0.49782615900039673,-0.029914963990449905,0.7758802771568298,0.45928454399108887,-0.07114346325397491,0.7590829730033875,0.5700898766517639,-0.057394105941057205,0.7304417490959167,0.5894438624382019,-0.03928551450371742,0.7803092002868652,0.531388521194458,-0.04310542345046997,0.8273499011993408,0.4962605834007263,-0.0737999901175499,0.8119330406188965,0.5600236058235168,-0.0699252113699913,0.7811537981033325,0.5742491483688354,-0.05958697572350502,rock
0.7155673503875732,0.7932606339454651,-4.0056704619928496e-07,0.6481062173843384,0.7448854446411133,-0.0507892407476902,0.6060039401054382,0.6250478029251099,-0.0789673775434494,0.6585708856582642,0.5280894041061401,-0.10235151648521423,0.7380489706993103,0.49912747740745544,-0.11579540371894836,0.6267961263656616,0.4547492265701294,-0.03764826059341431,0.6308004856109619,0.3985570967197418,-0.0850347951054573,0.6329991817474365,0.5106245875358582,-0.10418005287647247,0.6349207758903503,0.5486523509025574,-0.11300752311944962,0.6786724328994751,0.43110892176628113,-0.033183738589286804,0.7044622302055359,0.380998432636261,-0.08179958164691925,0.6998026371002197,0.5209558010101318,-0.0843593031167984,0.6865780353546143,0.53573077917099,-0.07595573365688324,0.7288566827774048,0.4381328225135803,-0.03836563602089882,0.7703089118003845,0.402063250541687,-0.08452188968658447,0.7541443109512329,0.5271610021591187,-0.0711674839258194,0.7285860776901245,0.5396369099617004,-0.05218121036887169,0.7770641446113586,0.46808749437332153,-0.049192361533641815,0.8175357580184937,0.4384431540966034,-0.07899140566587448,0.8024196028709412,0.5156416296958923,-0.07332499325275421,0.7749936580657959,0.5286608934402466,-0.06220440939068794,rock
0.7075660824775696,0.7481223344802856,-4.466218683774059e-07,0.6428781151771545,0.7005647420883179,-0.04804469272494316,0.6045735478401184,0.5803412199020386,-0.07542996853590012,0.6570848822593689,0.4830794930458069,-0.09951335191726685,0.7322750687599182,0.4493858516216278,-0.11428436636924744,0.6282522082328796,0.4048495888710022,-0.032925914973020554,0.6268739700317383,0.3555678427219391,-0.08379796892404556,0.6228622198104858,0.47155582904815674,-0.10832080990076065,0.6233986616134644,0.5191136002540588,-0.11989416182041168,0.678266167640686,0.38866108655929565,-0.030106576159596443,0.6995734572410583,0.341755211353302,-0.07847201824188232,0.6919748187065125,0.48064664006233215,-0.08231489360332489,0.6818862557411194,0.5014528632164001,-0.07529154419898987,0.7272533178329468,0.40461266040802,-0.03744683787226677,0.7636048793792725,0.355866938829422,-0.08131950348615646,0.747377872467041,0.4779755175113678,-0.06511750817298889,0.7261427044868469,0.5021156668663025,-0.04480556398630142,0.7727404236793518,0.44363918900489807,-0.050772957503795624,0.8130607604980469,0.39474067091941833,-0.07892367243766785,0.7993505597114563,0.46219637989997864,-0.0709199532866478,0.7769224047660828,0.4808323383331299,-0.058149781078100204,rock
0.7019984722137451,0.7119274139404297,-4.285594457087427e-07,0.6412720084190369,0.6610517501831055,-0.05011623725295067,0.6022986769676208,0.5457484126091003,-0.07926933467388153,0.6491634845733643,0.44793635606765747,-0.1043236255645752,0.7209790349006653,0.4083968997001648,-0.11925502866506577,0.6217718124389648,0.36353975534439087,-0.0325014665722847,0.6266336441040039,0.3197149932384491,-0.08374707400798798,0.6258965730667114,0.4388672113418579,-0.1062629297375679,0.6251402497291565,0.47436419129371643,-0.11678709834814072,0.6731968522071838,0.34659427404403687,-0.030015941709280014,0.6971457600593567,0.306003212928772,-0.08003512024879456,0.6915860772132874,0.4526655077934265,-0.08241642266511917,0.6805199980735779,0.4608328938484192,-0.07400630414485931,0.7236112952232361,0.3616538643836975,-0.03811609372496605,0.7609806060791016,0.3208441436290741,-0.08641296625137329,0.7462140321731567,0.4495702385902405,-0.06829366832971573,0.7234195470809937,0.461428165435791,-0.04588383436203003,0.7701348066329956,0.398755818605423,-0.05196615681052208,0.8075238466262817,0.3630244731903076,-0.0824899896979332,0.7963079810142517,0.44020071625709534,-0.07214395701885223,0.7744095325469971,0.4488183557987213,-0.05717951059341431,rock
0.7023378610610962,0.659013569355011,-3.2155145390788675e-07,0.6435897350311279,0.5970918536186218,-0.04978582262992859,0.6081171631813049,0.4716607332229614,-0.07533813267946243,0.6542968153953552,0.3684689700603485,-0.0983574390411377,0.7278343439102173,0.3325536549091339,-0.11138294637203217,0.6233583688735962,0.3221559226512909,-0.01801428757607937,0.6304009556770325,0.25217539072036743,-0.06775025278329849,0.6318767070770264,0.3666977286338806,-0.09072332084178925,0.6328345537185669,0.4009225070476532,-0.10010264813899994,0.674064576625824,0.3121168911457062,-0.01358752977102995,0.6981516480445862,0.24343833327293396,-0.06172098591923714,0.6913120746612549,0.3779478371143341,-0.06485825777053833,0.6798426508903503,0.3863988220691681,-0.055597323924303055,0.722535252571106,0.3257485032081604,-0.021069666370749474,0.7580944895744324,0.25342464447021484,-0.06758558750152588,0.7444418668746948,0.37155741453170776,-0.05282735824584961,0.7245039343833923,0.39252063632011414,-0.030949033796787262,0.7660182118415833,0.3563658595085144,-0.034461673349142075,0.8019322752952576,0.2943335771560669,-0.0609821192920208,0.7910486459732056,0.3637627363204956,-0.05178801715373993,0.7708134651184082,0.3846884071826935,-0.03743250295519829,rock
0.7000745534896851,0.6236034631729126,-4.111370515147428e-07,0.6401640176773071,0.5670830607414246,-0.051825229078531265,0.6058998703956604,0.4295298159122467,-0.07684312015771866,0.6523646116256714,0.31862497329711914,-0.09765259176492691,0.725398600101471,0.27719646692276,-0.10785957425832748,0.6152662038803101,0.2722524404525757,-0.0245672520250082,0.6379078030586243,0.21231180429458618,-0.07282835245132446,0.6374081969261169,0.33212295174598694,-0.09493380039930344,0.6306729912757874,0.3657391667366028,-0.10494031757116318,0.6695412993431091,0.2558154761791229,-0.019189275801181793,0.7017460465431213,0.19473791122436523,-0.06662716716527939,0.6943449378013611,0.33331841230392456,-0.06955013424158096,0.6793001294136047,0.34724539518356323,-0.060837674885988235,0.7212343811988831,0.26973241567611694,-0.025079775601625443,0.7582128047943115,0.20661094784736633,-0.0706876814365387,0.745415985584259,0.32808059453964233,-0.05572282150387764,0.7235596776008606,0.3518775701522827,-0.034614793956279755,0.7671654224395752,0.30304694175720215,-0.036939602345228195,0.8018969893455505,0.2472093403339386,-0.06415175646543503,0.7917278409004211,0.3182782530784607,-0.05543117970228195,0.7707837224006653,0.33881086111068726,-0.04171915352344513,rock
0.6930121183395386,0.598578691482544,-4.773965542881342e-07,0.6343870162963867,0.5448411703109741,-0.04428673908114433,0.5947507619857788,0.4219382107257843,-0.06742508709430695,0.6377614140510559,0.3177426755428314,-0.0887705609202385,0.7085249423980713,0.27933886647224426,-0.10019814968109131,0.6116446256637573,0.25468507409095764,-0.01770862750709057,0.627917468547821,0.19715099036693573,-0.06492387503385544,0.6271636486053467,0.31739649176597595,-0.0869610607624054,0.6236357092857361,0.34559768438339233,-0.09755662828683853,0.6647323966026306,0.23923586308956146,-0.017007317394018173,0.6912848353385925,0.18059000372886658,-0.062494874000549316,0.6812763214111328,0.3194999396800995,-0.0640430897474289,0.6702752709388733,0.32738760113716125,-0.05524522066116333,0.7152964472770691,0.25291764736175537,-0.027234656736254692,0.7494017481803894,0.1845981329679489,-0.07172932475805283,0.7329805493354797,0.3091401159763336,-0.05523759126663208,0.7140340209007263,0.3302038609981537,-0.0336616225540638,0.7614744901657104,0.2861519753932953,-0.043023936450481415,0.7944133877754211,0.228825181722641,-0.06987209618091583,0.7796543836593628,0.2996504604816437,-0.06052277237176895,0.7604726552963257,0.316087931394577,-0.04678518325090408,rock
0.6846254467964172,0.5783555507659912,-3.9863368783699116e-07,0.6262632012367249,0.5250693559646606,-0.051526620984077454,0.5873405337333679,0.41227957606315613,-0.07991433143615723,0.6329270601272583,0.3192250430583954,-0.10467836260795593,0.7044110298156738,0.28650084137916565,-0.11909297108650208,0.6065123081207275,0.24100172519683838,-0.03198718652129173,0.6191242337226868,0.18889908492565155,-0.08176496624946594,0.6196913123130798,0.3077239990234375,-0.1055164709687233,0.618076741695404,0.33385583758354187,-0.11831559240818024,0.6593956351280212,0.2289956510066986,-0.02797400951385498,0.6838690638542175,0.17527660727500916,-0.07602955400943756,0.6746950149536133,0.3133719563484192,-0.07872141152620316,0.6641997694969177,0.3174445927143097,-0.07193678617477417,0.7097059488296509,0.2488557994365692,-0.03491177782416344,0.7435333132743835,0.18419383466243744,-0.07913307100534439,0.727363646030426,0.3015395402908325,-0.06250670552253723,0.7075672149658203,0.3196616470813751,-0.042349353432655334,0.7546208500862122,0.2890419661998749,-0.04820246621966362,0.78962641954422,0.2342016100883484,-0.07710669934749603,0.7797484397888184,0.2868303060531616,-0.07119379937648773,0.763830304145813,0.2890959084033966,-0.06046219915151596,rock
